20260705	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	황성주생식	nad-a001-02-000000541754004	bsn-a001-00-000000013604308	20	09	8753	M	1	add_to_cart	1	135000
20260705	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	하루견과	nad-a001-02-000000541753959	bsn-a001-00-000000013604308	22	10	684926	M	1	add_to_cart	1	80000
20260705	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	황성주박사의1일1생식라이프밀	nad-a001-02-000000541754004	bsn-a001-00-000000013604308	20	16	33421	M	1	add_to_cart	1	360400
20260705	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	생식가루	nad-a001-02-000000541753988	bsn-a001-00-000000013604308	22	04	8753	M	1	add_to_cart	1	45000
20260705	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	황성주발효	nad-a001-02-000000541753963	bsn-a001-00-000000013604308	14	02	87620	M	1	purchase	1	125000
20260705	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	황성주생식	nad-a001-02-000000541753988	bsn-a001-00-000000013604308	21	09	8753	M	2	purchase	1	30600
20260705	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	생식가루	nad-a001-02-000000541753988	bsn-a001-00-000000013604308	17	03	8753	M	2	purchase	1	99000
20260705	4291318	cmp-a001-02-000000010432615	grp-a001-02-000000064422129	황성주생식	nad-a001-02-000000494209022	bsn-a001-00-000000013604308	13	09	8753	M	1	add_to_cart	1	53000
20260705	4291318	cmp-a001-02-000000010432615	grp-a001-02-000000064422129	황성주생식	nad-a001-02-000000494208911	bsn-a001-00-000000013604308	22	02	8753	M	1	add_to_cart	1	100700
20260705	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	동결건조야채분말	nad-a001-02-000000541753988	bsn-a001-00-000000013604308	16	02	8753	M	1	add_to_cart	1	45000
20260705	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	황성주생식	nad-a001-02-000000541753988	bsn-a001-00-000000013604308	14	09	27758	P	2	purchase	1	90090
20260705	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	황성주박사의1일1생식라이프밀	nad-a001-02-000000541753996	bsn-a001-00-000000013604308	20	16	33421	M	2	purchase	1	304360
20260705	4291318	cmp-a001-02-000000010432615	grp-a001-02-000000064422129	황성주식물성단백질	nad-a001-02-000000494209013	bsn-a001-00-000000013604308	21	11	8753	M	2	purchase	1	27000
